"n_Acc","x","y","shoe","row_number","horiz_dist","distance_shape","new_x"
1,-0.0883333333333333,-0.0116666666666667,5,136,0.053437398472938,0.121666666666667,-0.0758070589415326
1,-0.0883333333333333,-0.391666666666667,5,137,0.0633333333333334,0.125,-0.0728021978021978
1,-0.085,-0.278333333333333,5,138,0.0766666666666666,0.135,-0.070979381443299
1,-0.0816666666666667,0.291666666666667,5,139,0.103333333333333,0.151666666666667,-0.0669519519519521
1,-0.0816666666666667,-0.238333333333333,5,140,0.0769559758707679,0.128333333333333,-0.0660722541744453
1,-0.0816666666666667,-0.425,5,141,0.0766666666666666,0.108333333333333,-0.0558771929824562
1,-0.0783333333333333,0.445,5,142,0.0501109879279097,0.101666666666667,-0.0620026546186587
1,-0.0783333333333333,0.415,5,143,0.0703167436990967,0.118333333333333,-0.0623574816071046
1,-0.0783333333333333,0.268333333333333,5,144,0.11,0.151666666666667,-0.0630825958702065
1,-0.0783333333333333,0.211666666666667,5,145,0.113333333333333,0.151666666666667,-0.0619855072463769
1,-0.0783333333333333,-0.045,5,146,0.0633333333333334,0.121666666666667,-0.0672745098039215
1,-0.0783333333333333,-0.251666666666667,5,147,0.0833333333333334,0.131666666666667,-0.0637972508591065
1,-0.075,0.298333333333333,5,148,0.11,0.148333333333333,-0.0601351351351351
1,-0.075,-0.261666666666667,5,149,0.0866666666666667,0.131666666666667,-0.0610824742268041
1,-0.075,-0.401666666666667,5,150,0.0767390962214756,0.121666666666667,-0.0601361167110243
1,-0.075,-0.411666666666667,5,151,0.08,0.115,-0.0556451612903226
1,-0.0716666666666667,0.208333333333333,5,152,0.116856987619721,0.151666666666667,-0.0576556002247474
1,-0.0716666666666667,-0.045,5,153,0.07,0.121666666666667,-0.0615490196078431
1,-0.0683333333333333,0.305,5,154,0.113529242439509,0.148333333333333,-0.0557350024766599
1,-0.0683333333333333,-0.0383333333333333,5,155,0.0733333333333334,0.121666666666667,-0.0586862745098039
1,-0.065,0.355,5,156,0.106666666666667,0.141666666666667,-0.053640776699029
1,-0.065,-0.318333333333333,5,157,0.0933333333333333,0.135,-0.055421052631579
1,-0.0616666666666667,0.335,5,158,0.113529242439509,0.145,-0.0510381019299238
1,-0.0616666666666667,0.215,5,159,0.13,0.151666666666667,-0.0487971014492754
1,-0.055,0.0683333333333333,5,160,0.1,0.138333333333333,-0.0490860215053763
1,-0.055,-0.408333333333333,5,161,0.097182531580755,0.121666666666667,-0.0439713191596879
1,-0.055,-0.418333333333333,5,162,0.100055540132024,0.111666666666667,-0.0396094629152707
1,-0.0516666666666667,0.288333333333333,5,163,0.133374993491617,0.151666666666667,-0.042347821049639
1,-0.0516666666666667,0.0383333333333333,5,164,0.0967241208569794,0.131666666666667,-0.0458436665193502
1,-0.0516666666666667,0.0116666666666667,5,165,0.0933333333333333,0.125,-0.0445402298850575
1,-0.0516666666666667,-0.271666666666667,5,166,0.11,0.135,-0.0431443298969072
1,-0.0516666666666667,-0.395,5,167,0.1,0.125,-0.0425824175824176
1,-0.0483333333333333,-0.245,5,168,0.113333333333333,0.131666666666667,-0.0393642611683849
1,-0.0483333333333333,-0.278333333333333,5,169,0.113333333333333,0.135,-0.0403608247422681
1,-0.0483333333333333,-0.438333333333333,5,170,0.103548163780061,0.101666666666667,-0.0323534399007154
1,-0.045,0.218333333333333,5,171,0.146666666666667,0.151666666666667,-0.0356086956521739
1,-0.045,0.0416666666666667,5,172,0.10354816378006,0.131666666666667,-0.0398860534470997
1,-0.045,0.0116666666666667,5,173,0.1,0.125,-0.0387931034482759
1,-0.0416666666666667,0.221666666666667,5,174,0.15,0.151666666666667,-0.0329710144927536
1,-0.0416666666666667,0.025,5,175,0.10354816378006,0.128333333333333,-0.0368228383132252
1,-0.035,0.448333333333333,5,176,0.0902465758045393,0.0983333333333333,-0.0274791278289137
1,-0.035,-0.285,5,177,0.126666666666667,0.135,-0.0292268041237113
1,-0.0316666666666667,-0.0283333333333333,5,178,0.11,0.121666666666667,-0.0271960784313726
1,-0.0283333333333333,-0.0316666666666667,5,179,0.113333333333333,0.121666666666667,-0.0243333333333334
1,-0.025,-0.445,5,180,0.123378370155478,0.0983333333333333,-0.0165680033468313
1,-0.015,-0.0716666666666667,5,181,0.126666666666667,0.118333333333333,-0.0125294117647059
1,-0.00833333333333333,0.415,5,182,0.130042728020874,0.118333333333333,-0.00712631290022715
1,-0.005,0.215,5,183,0.186666666666667,0.151666666666667,-0.00395652173913043
1,-0.005,0.085,5,184,0.156666666666667,0.141666666666667,-0.00438144329896906
1,0.00166666666666667,0.141666666666667,5,185,0.18,0.171666666666667,0.00157492354740061
1,0.005,0.281666666666667,5,186,0.166699996667333,0.151666666666667,0.00441661821812726
1,0.005,0.0283333333333333,5,187,0.150332963783729,0.155,0.00498928225614131
1,0.00833333333333333,0.465,5,188,0.0773160900316213,0.0516666666666667,0.00502695218064628
1,0.00833333333333333,0.281666666666667,5,189,0.163367343397905,0.151666666666667,0.00736100120832513
1,0.0116666666666667,0.0383333333333333,5,190,0.153659074288215,0.158333333333333,0.0111732281467672
1,0.0116666666666667,0.00833333333333333,5,191,0.15,0.151666666666667,0.0109450171821306
1,0.015,-0.0683333333333333,5,192,0.133499895963339,0.141666666666667,0.0143097743349572
1,0.0183333333333333,-0.085,5,193,0.13,0.141666666666667,0.0175093632958801
1,0.0216666666666667,0.265,5,194,0.153333333333333,0.158333333333333,0.0196031746031747
1,0.0216666666666667,0.005,5,195,0.14,0.151666666666667,0.0203264604810997
1,0.025,0.0683333333333333,5,196,0.150332963783729,0.161666666666667,0.0230513793838106
1,0.025,0.065,5,197,0.150148075060736,0.161666666666667,0.0230757127377229
1,0.0383333333333333,-0.0783333333333333,5,198,0.11,0.141666666666667,0.0366104868913857
1,0.045,0.468333333333333,5,199,0.0405517502019882,0.0483333333333333,0.0254232086995861
1,0.045,0.405,5,200,0.0800694143297621,0.095,0.0341810187799265
1,0.045,-0.468333333333333,5,201,0.0902465758045393,0.065,0.0216271649215523
1,0.0483333333333333,-0.075,5,202,0.1,0.141666666666667,0.0461610486891385
1,0.0483333333333333,-0.258333333333333,5,203,0.1,0.135,0.0439887640449438
1,0.0483333333333333,-0.401666666666667,5,204,0.0966666666666667,0.118333333333333,0.0394444444444444
1,0.0516666666666667,0.345,5,205,0.0967241208569794,0.128333333333333,0.0446830673669616
1,0.0516666666666667,-0.278333333333333,5,206,0.0966666666666667,0.135,0.0470224719101124
1,0.0516666666666667,-0.395,5,207,0.0900617072407086,0.118333333333333,0.0431380726408711
1,0.055,0.331666666666667,5,208,0.097182531580755,0.135,0.0487900938621195
1,0.055,-0.045,5,209,0.0966666666666667,0.145,0.0525824175824176
1,0.055,-0.0616666666666667,5,210,0.0966666666666667,0.145,0.0525824175824176
1,0.055,-0.408333333333333,5,211,0.09,0.115,0.0436206896551724
1,0.0616666666666667,0.388333333333333,5,212,0.0700793201387621,0.108333333333333,0.0507078486225303
1,0.0616666666666667,-0.025,5,213,0.0933333333333333,0.148333333333333,0.0590143369175628
1,0.0616666666666667,-0.045,5,214,0.09,0.145,0.058956043956044
1,0.0616666666666667,-0.281666666666667,5,215,0.0866666666666666,0.135,0.056123595505618
1,0.065,0.458333333333333,5,216,0.030731814857643,0.0583333333333333,0.0396071741907852
1,0.065,-0.0316666666666667,5,217,0.0872416821886827,0.145,0.0619081441068091
1,0.065,-0.225,5,218,0.0833333333333333,0.135,0.0591573033707865
1,0.065,-0.241666666666667,5,219,0.0833999733546454,0.135,0.059130738379781
1,0.065,-0.291666666666667,5,220,0.0833333333333333,0.131666666666667,0.0576966292134831
1,0.0683333333333333,-0.235,5,221,0.08,0.135,0.062191011235955
1,0.0716666666666667,0.085,5,222,0.11,0.165,0.0650917431192661
1,0.0716666666666667,-0.228333333333333,5,223,0.0766666666666666,0.135,0.0652247191011236
1,0.0716666666666667,-0.385,5,224,0.07,0.121666666666667,0.0615490196078431
1,0.075,0.0616666666666667,5,225,0.100055540132024,0.161666666666667,0.0692637319039176
1,0.0783333333333333,0.0916666666666667,5,226,0.103387082795139,0.168333333333333,0.072562628856126
1,0.0783333333333333,-0.241666666666667,5,227,0.0700793201387622,0.135,0.0712540322715024
1,0.0783333333333333,-0.265,5,228,0.07,0.135,0.0712921348314607
1,0.0783333333333333,-0.435,5,229,0.07,0.105,0.0554494382022472
1,0.0783333333333333,-0.458333333333333,5,230,0.0634209919681349,0.075,0.0414449434788368
1,0.0816666666666667,-0.401666666666667,5,231,0.0633333333333333,0.118333333333333,0.0666475095785441
1,0.085,0.128333333333333,5,232,0.106874796945876,0.171666666666667,0.0760478546371188
1,0.085,-0.428333333333333,5,233,0.0608276253029821,0.108333333333333,0.0631453287002475
1,0.0883333333333333,0.0916666666666667,5,234,0.093392838174146,0.168333333333333,0.0818233517005142
1,0.0883333333333333,0.065,5,235,0.0869226987360353,0.161666666666667,0.0814839602776304
1,0.0883333333333333,-0.235,5,236,0.06,0.135,0.0803932584269663
1,0.0916666666666667,0.0983333333333333,5,237,0.0905538513813741,0.168333333333333,0.0846806699972581
1,0.0916666666666667,0.065,5,238,0.0835995746932296,0.161666666666667,0.0845539011361225
1,0.0916666666666667,-0.288333333333333,5,239,0.0566666666666666,0.131666666666667,0.0813670411985019
1,0.0916666666666667,-0.478333333333333,5,240,0.0339934634239519,0.0483333333333333,0.0352582442208241
1,0.095,-0.255,5,241,0.0533333333333333,0.135,0.0864606741573034
1,0.095,-0.438333333333333,5,242,0.0504424865014052,0.101666666666667,0.0664065471215663
1,0.095,-0.455,5,243,0.0471404520791032,0.0816666666666667,0.0545821630637259
1,0.105,0.278333333333333,5,244,0.0669991708074726,0.155,0.094622549187853
1,0.105,-0.241666666666667,5,245,0.0434613493680177,0.135,0.0954793962222578
1,0.105,-0.271666666666667,5,246,0.0433333333333333,0.135,0.095561797752809
1,0.105,-0.421666666666667,5,247,0.0401386485959743,0.111666666666667,0.0807848227431078
1,0.108333333333333,0.158333333333333,5,248,0.0900000000000003,0.171666666666667,0.0937675070028008
1,0.108333333333333,-0.0216666666666667,5,249,0.046666666666667,0.148333333333333,0.103673835125448
1,0.111666666666667,-0.225,5,250,0.0366666666666663,0.135,0.101629213483146
1,0.111666666666667,-0.435,5,251,0.0366666666666663,0.105,0.079044943820225
1,0.115,-0.0383333333333333,5,252,0.0368178700572909,0.145,0.10983555489026
1,0.115,-0.0483333333333333,5,253,0.0366666666666667,0.145,0.109945054945055
1,0.115,-0.301666666666667,5,254,0.0307318148576429,0.131666666666667,0.103900899617957
1,0.118333333333333,0.005,5,255,0.0433333333333337,0.151666666666667,0.111013745704467
1,0.125,-0.025,5,256,0.03,0.148333333333333,0.119623655913978
1,0.125,-0.0383333333333333,5,257,0.0268741924943285,0.145,0.119342198317709
1,0.128333333333333,-0.0283333333333333,5,258,0.026666666666667,0.148333333333333,0.122813620071684
1,0.128333333333333,-0.231666666666667,5,259,0.0200000000000004,0.135,0.116797752808988
1,0.128333333333333,-0.245,5,260,0.0210818510677895,0.135,0.115952070530455
1,0.131666666666667,0.005,5,261,0.0299999999999997,0.151666666666667,0.12352233676976
1,0.145,0.0583333333333333,5,262,0.0284800124843918,0.161666666666667,0.135126037466568
1,0.151666666666667,-0.265,5,263,0.00333333333333366,0.135,0.132096774193548
1,0.161666666666667,0.138333333333333,5,264,0.0348010216963681,0.171666666666667,0.14125873831475
0,-0.035,-0.275,5,265,0.126666666666667,0.135,-0.0292268041237113
0,-0.0583333333333333,-0.275,5,266,0.103333333333333,0.135,-0.0487113402061857
0,0.075,0.235,5,267,0.106718737290547,0.161666666666667,0.0667239943485494
0,-0.0183333333333333,0.145,5,268,0.16,0.148333333333333,-0.0152492211838006
0,-0.125,0.285,5,269,0.0603692342542494,0.151666666666667,-0.102273354095699
0,0.045,0.328333333333333,5,270,0.11,0.138333333333333,0.0401612903225806
0,0.101666666666667,-0.465,5,271,0.0348010216963682,0.0683333333333333,0.0509074514674935
0,0.0283333333333333,0.305,5,272,0.133499895963339,0.145,0.0253862161138856
0,0.0216666666666667,0.0983333333333333,5,273,0.160312195418814,0.168333333333333,0.0200420102666046
0,-0.095,0.431666666666667,5,274,0.0412310562561765,0.108333333333333,-0.0755456718129943
0,0.0983333333333333,-0.261666666666667,5,275,0.05,0.135,0.0894943820224719
0,-0.138333333333333,0.145,5,276,0.0400000000000003,0.148333333333333,-0.11506230529595
0,0.00833333333333333,0.325,5,277,0.146704540564436,0.138333333333333,0.00743545914811699
0,0.0816666666666667,0.0983333333333333,5,278,0.100498756211209,0.168333333333333,0.0754655960776838
0,0.115,0.221666666666667,5,279,0.0707106781186547,0.165,0.102175061726265
0,-0.0683333333333333,0.148333333333333,5,280,0.110050493461461,0.148333333333333,-0.0568219176213284
0,0.135,0.221666666666667,5,281,0.0509901951359278,0.165,0.119764377814221
0,-0.085,0.275,5,282,0.103333333333333,0.151666666666667,-0.0684513274336284
0,0.125,0.348333333333333,5,283,0.0233333333333333,0.128333333333333,0.10814606741573
0,0.095,-0.425,5,284,0.0504424865014052,0.111666666666667,0.0729383386417203
1,-0.151666666666667,0.278333333333333,6,285,0.0366666666666663,0.151666666666667,-0.122138643067847
1,-0.145,0.301666666666667,6,286,0.0348010216963684,0.148333333333333,-0.119622976167814
1,-0.138333333333333,0.145,6,287,0.036666666666667,0.148333333333333,-0.117253968253968
1,-0.131666666666667,0.331666666666667,6,288,0.0372677996249961,0.145,-0.113012264967323
1,-0.121666666666667,0.145,6,289,0.053333333333333,0.148333333333333,-0.103126984126984
1,-0.118333333333333,-0.258333333333333,6,290,0.0433333333333337,0.131666666666667,-0.0963745704467351
1,-0.111666666666667,0.385,6,291,0.0466666666666663,0.131666666666667,-0.0928596491228073
1,-0.111666666666667,0.141666666666667,6,292,0.0634209919681345,0.148333333333333,-0.0946034061911694
1,-0.108333333333333,0.338333333333333,6,293,0.0600000000000003,0.145,-0.0933168316831681
1,-0.108333333333333,0.331666666666667,6,294,0.0603692342542497,0.145,-0.0931125919300442
1,-0.108333333333333,-0.308333333333333,6,295,0.0500000000000003,0.135,-0.0923684210526313
1,-0.105,0.385,6,296,0.0533333333333333,0.131666666666667,-0.0873157894736842
1,-0.101666666666667,-0.311666666666667,6,297,0.0537483849886566,0.135,-0.088311909649775
1,-0.0983333333333333,-0.261666666666667,6,298,0.0633333333333334,0.131666666666667,-0.0800859106529209
1,-0.085,0.405,6,299,0.0674124947205223,0.121666666666667,-0.0678531421300472
1,-0.085,0.205,6,300,0.0902465758045392,0.151666666666667,-0.0735630160388717
1,-0.085,0.185,6,301,0.09,0.151666666666667,-0.0736666666666667
1,-0.085,0.0216666666666667,6,302,0.09,0.128333333333333,-0.0623333333333333
1,-0.0816666666666667,-0.235,6,303,0.0833333333333333,0.128333333333333,-0.0635185185185185
1,-0.0783333333333333,0.141666666666667,6,304,0.0967241208569794,0.148333333333333,-0.0663750338321065
1,-0.0783333333333333,-0.398333333333333,6,305,0.0740120110372484,0.125,-0.0642728316189849
1,-0.075,0.451666666666667,6,306,0.053748384988657,0.095,-0.0553405000041572
1,-0.075,-0.378333333333333,6,307,0.0766666666666667,0.128333333333333,-0.0634615384615384
1,-0.0716666666666667,-0.045,6,308,0.1,0.121666666666667,-0.0507928802588997
1,-0.0683333333333333,0.401666666666667,6,309,0.0867307455417179,0.125,-0.0550847541779772
1,-0.0683333333333333,0.285,6,310,0.12,0.151666666666667,-0.0550294985250737
1,-0.0683333333333333,0.265,6,311,0.12,0.151666666666667,-0.0550294985250737
